;base_text;output
2834;black: ['club', 'bond', 'capital'], tan: ['date', 'degree', 'grace', 'day', 'war', 'state', 'pass', 'beat', 'wake', 'leprechaun', 'scientist', 'drop'], targets: ['fair'];decent
2835;black: ['club', 'bond', 'capital'], tan: ['date', 'degree', 'grace', 'day', 'war', 'state', 'pass', 'beat', 'wake', 'leprechaun', 'scientist', 'drop'], targets: ['soul'];emotion
2836;black: ['degree', 'bond', 'soul'], tan: ['fall', 'date', 'press', 'alien', 'space', 'club', 'day', 'state', 'check', 'draft', 'wake', 'leprechaun', 'scientist'], targets: ['agent', 'war'];soldier
2837;black: ['degree', 'bond', 'soul'], tan: ['fall', 'date', 'press', 'alien', 'space', 'club', 'day', 'state', 'check', 'draft', 'wake', 'leprechaun', 'scientist'], targets: ['pass', 'drop'];ball
2838;black: ['degree', 'bond', 'soul'], tan: ['fall', 'date', 'press', 'alien', 'space', 'day', 'state', 'check', 'draft', 'wake', 'leprechaun', 'scientist'], targets: ['agent'];operative
2839;black: ['degree', 'bond', 'soul'], tan: ['fall', 'date', 'press', 'alien', 'space', 'day', 'state', 'check', 'draft', 'leprechaun', 'scientist'], targets: ['beat'];eggs
2840;black: ['degree', 'bond', 'soul'], tan: ['fall', 'date', 'press', 'alien', 'space', 'day', 'state', 'check', 'draft', 'leprechaun', 'scientist'], targets: ['agent'];spy
2841;black: ['degree', 'bond', 'soul'], tan: ['fall', 'date', 'press', 'alien', 'space', 'day', 'state', 'check', 'draft', 'leprechaun', 'scientist'], targets: ['capital'];money
2842;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'compound', 'strike', 'check', 'cycle', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['ninja'];fighter
2843;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'compound', 'strike', 'check', 'cycle', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['field'];corn
2844;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'strike', 'check', 'cycle', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['center'];bull's-eye
2845;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'strike', 'check', 'cycle', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['link'];chain
2846;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'strike', 'check', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['field', 'leprechaun'];farm
2847;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'strike', 'check', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['center'];middle
2848;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'strike', 'check', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['mass', 'leprechaun'];cancer
2849;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'check', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['link'];click
2850;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['leprechaun'];ireland
2851;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'vacuum', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['link'];connection
2852;black: ['wake', 'soul', 'wind'], tan: ['plot', 'march', 'figure', 'beat', 'spy', 'alien', 'mammoth', 'spell'], targets: ['link'];internet
2853;black: ['spell', 'link', 'wind'], tan: ['field', 'spot', 'leprechaun', 'vacuum', 'check', 'center', 'figure', 'soul', 'beat', 'spy', 'alien', 'mass', 'mammoth'], targets: ['wake'];sleep
2854;black: ['spell', 'link', 'wind'], tan: ['field', 'spot', 'leprechaun', 'vacuum', 'check', 'center', 'figure', 'soul', 'beat', 'spy', 'alien', 'mass', 'mammoth'], targets: ['king'];crown
2855;black: ['spell', 'link', 'wind'], tan: ['field', 'spot', 'leprechaun', 'vacuum', 'check', 'center', 'figure', 'soul', 'beat', 'spy', 'alien', 'mass', 'mammoth'], targets: ['march'];month
2856;black: ['spell', 'link', 'wind'], tan: ['field', 'spot', 'leprechaun', 'vacuum', 'check', 'center', 'figure', 'soul', 'beat', 'spy', 'alien', 'mass', 'mammoth'], targets: ['compound'];mixture
2857;black: ['spell', 'link', 'wind'], tan: ['field', 'spot', 'leprechaun', 'vacuum', 'check', 'center', 'figure', 'soul', 'beat', 'spy', 'alien', 'mass', 'mammoth'], targets: ['plot'];story
2858;black: ['spell', 'link', 'wind'], tan: ['field', 'spot', 'leprechaun', 'vacuum', 'check', 'center', 'figure', 'soul', 'beat', 'spy', 'alien', 'mass', 'mammoth'], targets: ['cycle'];vehicle
2859;black: ['spell', 'link', 'wind'], tan: ['field', 'spot', 'leprechaun', 'vacuum', 'check', 'center', 'figure', 'soul', 'beat', 'spy', 'mass', 'mammoth'], targets: ['cast'];list
2860;black: ['spell', 'link', 'wind'], tan: ['field', 'spot', 'leprechaun', 'vacuum', 'check', 'center', 'figure', 'soul', 'beat', 'spy', 'mass', 'mammoth'], targets: ['strike'];bowling
2861;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'press', 'roulette', 'day', 'well', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['spy'];agent
2862;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'press', 'roulette', 'day', 'well', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['strike'];impact
2863;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'roulette', 'day', 'well', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['revolution'];riot
2864;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'roulette', 'day', 'well', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['wind'];breeze
2865;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'roulette', 'day', 'well', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['ghost'];spirit
2866;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'roulette', 'day', 'well', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['switch'];lever
2867;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'roulette', 'day', 'well', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['tag'];label
2868;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'roulette', 'day', 'well', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['mount'];uplift
2869;black: ['millionaire', 'spring', 'mammoth'], tan: ['link', 'death', 'lead', 'check', 'roulette', 'day', 'bond', 'center', 'spell', 'ninja', 'light'], targets: ['mount'];saddle
2870;black: ['mammoth', 'press', 'revolution'], tan: ['mount', 'ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['spring'];bouncy
2871;black: ['mammoth', 'press', 'revolution'], tan: ['mount', 'ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['strike'];bowling
2872;black: ['mammoth', 'press', 'revolution'], tan: ['mount', 'ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['racket'];tennis
2873;black: ['mammoth', 'press', 'revolution'], tan: ['mount', 'ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['ninja'];sneaky
2874;black: ['mammoth', 'press', 'revolution'], tan: ['mount', 'ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['lead'];metal
2875;black: ['mammoth', 'press', 'revolution'], tan: ['ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['lead'];pipe
2876;black: ['mammoth', 'press', 'revolution'], tan: ['ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['death'];dead
2877;black: ['mammoth', 'press', 'revolution'], tan: ['ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['center'];middle
2878;black: ['mammoth', 'press', 'revolution'], tan: ['ghost', 'link', 'millionaire', 'check', 'spy', 'roulette', 'day', 'well', 'spell', 'switch', 'light', 'tag'], targets: ['bond'];glue
2879;black: ['light', 'embassy', 'spell'], tan: ['green', 'centaur', 'bond', 'fighter', 'racket', 'conductor', 'spy', 'point', 'check', 'sound', 'revolution', 'cast', 'sub'], targets: ['king', 'witch', 'vacuum', 'genius'];power
2880;black: ['light', 'embassy', 'spell'], tan: ['centaur', 'bond', 'fighter', 'racket', 'conductor', 'spy', 'point', 'check', 'sound', 'revolution', 'cast', 'sub'], targets: ['king', 'witch', 'vacuum'];powerful
2881;black: ['light', 'embassy', 'spell'], tan: ['centaur', 'bond', 'fighter', 'racket', 'conductor', 'spy', 'point', 'check', 'sound', 'revolution', 'cast', 'sub'], targets: ['witch', 'vacuum'];broom
2882;black: ['light', 'embassy', 'spell'], tan: ['centaur', 'bond', 'fighter', 'racket', 'conductor', 'spy', 'point', 'check', 'sound', 'revolution', 'cast', 'sub'], targets: ['contract', 'date'];pen
2883;black: ['conductor', 'light', 'vacuum'], tan: ['green', 'code', 'genius', 'centaur', 'bond', 'point', 'date', 'sound', 'spell', 'contract', 'revolution', 'sub', 'mass'], targets: ['cover'];lid
2884;black: ['conductor', 'light', 'vacuum'], tan: ['green', 'code', 'genius', 'centaur', 'bond', 'point', 'date', 'sound', 'spell', 'contract', 'revolution', 'sub', 'mass'], targets: ['fighter'];soldier
2885;black: ['conductor', 'light', 'vacuum'], tan: ['green', 'code', 'genius', 'centaur', 'bond', 'point', 'date', 'sound', 'spell', 'contract', 'revolution', 'sub', 'mass'], targets: ['spy'];turncoat
2886;black: ['conductor', 'light', 'vacuum'], tan: ['green', 'code', 'genius', 'centaur', 'bond', 'point', 'date', 'sound', 'spell', 'contract', 'sub', 'mass'], targets: ['embassy'];international
2887;black: ['spot', 'luck', 'air'], tan: ['wind', 'beat', 'light', 'press', 'revolution', 'genius', 'plot', 'crash', 'racket', 'switch', 'vacuum', 'spell', 'march'], targets: ['pass'];result
2888;black: ['spot', 'luck', 'air'], tan: ['wind', 'beat', 'light', 'press', 'revolution', 'genius', 'plot', 'crash', 'racket', 'switch', 'vacuum', 'spell', 'march'], targets: ['date'];calender
2889;black: ['spot', 'luck', 'air'], tan: ['wind', 'beat', 'light', 'press', 'revolution', 'genius', 'plot', 'crash', 'racket', 'switch', 'vacuum', 'spell', 'march'], targets: ['fall'];action
2890;black: ['spot', 'luck', 'air'], tan: ['wind', 'beat', 'light', 'press', 'revolution', 'genius', 'plot', 'crash', 'racket', 'switch', 'vacuum', 'spell', 'march'], targets: ['time'];watch
2891;black: ['spot', 'luck', 'air'], tan: ['wind', 'beat', 'light', 'press', 'revolution', 'genius', 'plot', 'crash', 'racket', 'switch', 'vacuum', 'spell', 'march'], targets: ['spy'];watching
2892;black: ['spot', 'luck', 'air'], tan: ['wind', 'beat', 'light', 'press', 'revolution', 'genius', 'plot', 'crash', 'racket', 'switch', 'vacuum', 'spell', 'march'], targets: ['bond'];relationship
2893;black: ['spot', 'luck', 'air'], tan: ['wind', 'beat', 'light', 'press', 'revolution', 'genius', 'plot', 'crash', 'racket', 'switch', 'vacuum', 'spell', 'march'], targets: ['part'];half
2894;black: ['spot', 'racket', 'spy'], tan: ['wind', 'light', 'fall', 'time', 'revolution', 'bond', 'plot', 'switch', 'part', 'spell', 'date', 'air', 'march'], targets: ['press'];action
2895;black: ['spot', 'racket', 'spy'], tan: ['wind', 'light', 'fall', 'time', 'revolution', 'bond', 'plot', 'switch', 'part', 'spell', 'date', 'air', 'march'], targets: ['genius'];ability
2896;black: ['spot', 'racket', 'spy'], tan: ['wind', 'light', 'fall', 'time', 'revolution', 'bond', 'plot', 'switch', 'part', 'spell', 'date', 'air', 'march'], targets: ['luck'];unexpected
2897;black: ['spot', 'racket', 'spy'], tan: ['wind', 'light', 'fall', 'time', 'revolution', 'bond', 'plot', 'switch', 'part', 'spell', 'date', 'air', 'march'], targets: ['beat'];action
2898;black: ['spot', 'racket', 'spy'], tan: ['wind', 'light', 'fall', 'time', 'revolution', 'bond', 'plot', 'switch', 'part', 'spell', 'date', 'air', 'march'], targets: ['crash'];accident
2899;black: ['spot', 'racket', 'spy'], tan: ['wind', 'light', 'fall', 'time', 'revolution', 'bond', 'plot', 'switch', 'part', 'spell', 'date', 'air', 'march'], targets: ['contract'];building
2900;black: ['spot', 'racket', 'spy'], tan: ['wind', 'light', 'fall', 'time', 'revolution', 'bond', 'plot', 'switch', 'part', 'spell', 'date', 'air', 'march'], targets: ['cast'];many
2901;black: ['spot', 'racket', 'spy'], tan: ['wind', 'light', 'fall', 'time', 'revolution', 'bond', 'plot', 'switch', 'part', 'spell', 'date', 'air', 'march'], targets: ['vacuum'];space
2902;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'genius', 'state', 'vacuum', 'alien', 'plot', 'death', 'trip', 'check', 'life', 'soul', 'pass'], targets: ['disease', 'scientist', 'poison'];illness
2903;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'genius', 'state', 'vacuum', 'alien', 'plot', 'trip', 'check', 'life', 'soul', 'pass'], targets: ['degree'];school
2904;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'state', 'vacuum', 'alien', 'plot', 'trip', 'check', 'life', 'soul', 'pass'], targets: ['poison', 'scientist', 'king'];evil
2905;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'state', 'vacuum', 'alien', 'plot', 'trip', 'check', 'life', 'soul', 'pass'], targets: ['center', 'scientist'];pandemic
2906;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'state', 'vacuum', 'alien', 'plot', 'trip', 'check', 'soul', 'pass'], targets: ['king'];monarchy
2907;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'state', 'vacuum', 'alien', 'plot', 'trip', 'check', 'soul', 'pass'], targets: ['degree', 'scientist'];college
2908;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'state', 'vacuum', 'alien', 'plot', 'trip', 'check', 'soul', 'pass'], targets: ['degree'];fahrenheit
2909;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'state', 'vacuum', 'alien', 'plot', 'trip', 'check', 'soul', 'pass'], targets: ['march'];military
2910;black: ['charge', 'crash', 'point'], tan: ['ghost', 'superhero', 'vacuum', 'alien', 'plot', 'trip', 'check', 'soul', 'pass'], targets: ['part'];separate
2911;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'degree', 'state', 'part', 'alien', 'trip', 'center', 'life', 'soul'], targets: ['ghost'];spirit
2912;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'degree', 'state', 'part', 'alien', 'trip', 'center', 'life', 'soul'], targets: ['vacuum'];suction
2913;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'degree', 'state', 'part', 'alien', 'trip', 'center', 'life', 'soul'], targets: ['crash'];landing
2914;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'degree', 'state', 'part', 'alien', 'trip', 'center', 'life', 'soul'], targets: ['death'];premature
2915;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'degree', 'state', 'part', 'alien', 'trip', 'center', 'life', 'soul'], targets: ['check'];scrutinize
2916;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'degree', 'state', 'part', 'alien', 'trip', 'center', 'life', 'soul'], targets: ['lap'];knee
2917;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'degree', 'state', 'part', 'alien', 'center', 'life', 'soul'], targets: ['plot'];intrigue
2918;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'state', 'part', 'alien', 'center', 'life', 'soul'], targets: ['plot'];conspiracy
2919;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'state', 'part', 'center', 'life', 'soul'], targets: ['plot'];strategy
2920;black: ['charge', 'scientist', 'pass'], tan: ['poison', 'superhero', 'march', 'point', 'genius', 'state', 'part', 'center', 'life', 'soul'], targets: ['lap'];overlap
2921;black: ['compound', 'match', 'witch'], tan: ['change', 'cycle', 'check', 'comic', 'time', 'beat', 'day', 'state', 'scientist', 'spell', 'degree', 'genius', 'alien'], targets: ['unicorn', 'air'];horn
2922;black: ['day', 'unicorn', 'match'], tan: ['change', 'pass', 'check', 'drop', 'comic', 'time', 'compound', 'field', 'state', 'scientist', 'ray', 'switch', 'degree'], targets: ['witch', 'alien'];halloween
2923;black: ['cast', 'air', 'press'], tan: ['lap', 'embassy', 'round', 'millionaire', 'ghost', 'sound', 'cover', 'poison', 'club', 'strike', 'mass', 'capital', 'witch'], targets: ['contract'];building
2924;black: ['cast', 'air', 'press'], tan: ['lap', 'embassy', 'round', 'millionaire', 'ghost', 'sound', 'cover', 'poison', 'club', 'strike', 'mass', 'capital', 'witch'], targets: ['wake'];sleep
2925;black: ['cast', 'air', 'press'], tan: ['lap', 'embassy', 'round', 'millionaire', 'ghost', 'sound', 'cover', 'poison', 'club', 'strike', 'mass', 'capital', 'witch'], targets: ['compound'];building
2926;black: ['cast', 'air', 'press'], tan: ['lap', 'embassy', 'round', 'millionaire', 'ghost', 'sound', 'cover', 'poison', 'club', 'strike', 'mass', 'capital', 'witch'], targets: ['field'];grass
2927;black: ['cast', 'air', 'press'], tan: ['lap', 'embassy', 'round', 'millionaire', 'ghost', 'sound', 'cover', 'poison', 'club', 'strike', 'mass', 'capital', 'witch'], targets: ['war'];army
2928;black: ['cast', 'air', 'press'], tan: ['lap', 'embassy', 'round', 'millionaire', 'ghost', 'sound', 'cover', 'poison', 'club', 'strike', 'mass', 'capital', 'witch'], targets: ['ninja'];hattori
2929;black: ['cast', 'air', 'press'], tan: ['lap', 'embassy', 'round', 'millionaire', 'ghost', 'sound', 'cover', 'poison', 'club', 'strike', 'mass', 'capital', 'witch'], targets: ['alien'];momo
2930;black: ['cast', 'air', 'press'], tan: ['lap', 'embassy', 'round', 'millionaire', 'ghost', 'sound', 'cover', 'poison', 'club', 'strike', 'mass', 'capital', 'witch'], targets: ['unicorn'];honda
2931;black: ['cast', 'capital', 'unicorn'], tan: ['contract', 'compound', 'field', 'millionaire', 'press', 'sound', 'cover', 'war', 'ninja', 'club', 'strike', 'mass', 'witch'], targets: ['ghost'];evil
2932;black: ['cast', 'capital', 'unicorn'], tan: ['contract', 'compound', 'field', 'millionaire', 'press', 'sound', 'cover', 'war', 'ninja', 'club', 'strike', 'mass', 'witch'], targets: ['air'];immobility
2933;black: ['cast', 'capital', 'unicorn'], tan: ['contract', 'compound', 'field', 'millionaire', 'press', 'sound', 'cover', 'war', 'ninja', 'club', 'strike', 'mass', 'witch'], targets: ['lap'];top
2934;black: ['cast', 'capital', 'unicorn'], tan: ['contract', 'compound', 'field', 'millionaire', 'press', 'sound', 'cover', 'war', 'ninja', 'club', 'strike', 'mass', 'witch'], targets: ['round'];first
2935;black: ['cast', 'capital', 'unicorn'], tan: ['contract', 'compound', 'field', 'millionaire', 'press', 'sound', 'cover', 'war', 'ninja', 'club', 'strike', 'mass', 'witch'], targets: ['poison'];snake
2936;black: ['cast', 'capital', 'unicorn'], tan: ['contract', 'compound', 'field', 'millionaire', 'press', 'sound', 'cover', 'war', 'ninja', 'club', 'strike', 'mass', 'witch'], targets: ['embassy'];foreign
2937;black: ['cast', 'capital', 'unicorn'], tan: ['contract', 'compound', 'field', 'millionaire', 'press', 'sound', 'cover', 'war', 'ninja', 'club', 'strike', 'mass', 'witch'], targets: ['fair'];TRUE
2938;black: ['ghost', 'fighter', 'trip'], tan: ['ray', 'well', 'round', 'plot', 'soul', 'link', 'mount', 'charge', 'poison', 'light', 'vacuum', 'grace', 'spy'], targets: ['crash', 'slip'];accident
2939;black: ['ghost', 'fighter', 'trip'], tan: ['ray', 'well', 'round', 'plot', 'soul', 'link', 'mount', 'charge', 'poison', 'light', 'vacuum', 'grace', 'spy'], targets: ['march'];month
2940;black: ['ghost', 'fighter', 'trip'], tan: ['ray', 'well', 'round', 'plot', 'soul', 'link', 'mount', 'charge', 'poison', 'light', 'vacuum', 'grace', 'spy'], targets: ['row'];boat
2941;black: ['ghost', 'fighter', 'trip'], tan: ['ray', 'well', 'round', 'plot', 'soul', 'link', 'mount', 'charge', 'poison', 'light', 'vacuum', 'grace', 'spy'], targets: ['draft', 'beat'];football
2942;black: ['ghost', 'fighter', 'trip'], tan: ['ray', 'well', 'round', 'plot', 'soul', 'link', 'mount', 'poison', 'light', 'vacuum', 'grace', 'spy'], targets: ['angel', 'bond'];heaven
2943;black: ['ghost', 'fighter', 'trip'], tan: ['ray', 'well', 'round', 'plot', 'link', 'mount', 'poison', 'light', 'vacuum', 'grace', 'spy'], targets: ['bond'];friendship
2944;black: ['mount', 'fighter', 'beat'], tan: ['well', 'round', 'plot', 'bond', 'march', 'link', 'charge', 'angel', 'poison', 'draft', 'trip', 'row', 'spy'], targets: ['light', 'ray'];lantern
2945;black: ['mount', 'fighter', 'beat'], tan: ['well', 'round', 'plot', 'bond', 'march', 'link', 'charge', 'angel', 'poison', 'draft', 'trip', 'row', 'spy'], targets: ['soul', 'grace'];holy
2946;black: ['mount', 'fighter', 'beat'], tan: ['well', 'round', 'plot', 'bond', 'march', 'link', 'charge', 'angel', 'poison', 'draft', 'trip', 'row', 'spy'], targets: ['racket'];tennis
2947;black: ['mount', 'fighter', 'beat'], tan: ['well', 'round', 'plot', 'bond', 'march', 'link', 'charge', 'angel', 'poison', 'draft', 'trip', 'row', 'spy'], targets: ['ray', 'light'];sun
2948;black: ['mount', 'fighter', 'beat'], tan: ['well', 'round', 'plot', 'bond', 'march', 'link', 'charge', 'angel', 'poison', 'draft', 'trip', 'row', 'spy'], targets: ['vacuum'];hoover
2949;black: ['mount', 'fighter', 'beat'], tan: ['well', 'round', 'plot', 'bond', 'march', 'link', 'charge', 'angel', 'poison', 'draft', 'trip', 'row', 'spy'], targets: ['soul'];spirit
2950;black: ['poison', 'mammoth', 'mass'], tan: ['code', 'sound', 'slip', 'beat', 'lead', 'compound', 'wind', 'pitch', 'tag', 'day', 'boom', 'well', 'agent'], targets: ['alien'];ufo
2951;black: ['poison', 'mammoth', 'mass'], tan: ['code', 'sound', 'slip', 'beat', 'lead', 'compound', 'wind', 'pitch', 'tag', 'day', 'boom', 'well', 'agent'], targets: ['fall'];autumn
2952;black: ['poison', 'mammoth', 'mass'], tan: ['code', 'sound', 'slip', 'beat', 'lead', 'compound', 'wind', 'pitch', 'tag', 'day', 'boom', 'well', 'agent'], targets: ['alien'];spaceship
2953;black: ['genius', 'agent', 'mass'], tan: ['sound', 'poison', 'lead', 'fall', 'compound', 'wind', 'pitch', 'round', 'tag', 'alien', 'wake', 'boom', 'air'], targets: ['code'];java
2954;black: ['genius', 'agent', 'mass'], tan: ['sound', 'poison', 'lead', 'fall', 'compound', 'wind', 'pitch', 'round', 'tag', 'alien', 'wake', 'boom', 'air'], targets: ['day'];week
2955;black: ['genius', 'agent', 'mass'], tan: ['sound', 'poison', 'lead', 'fall', 'compound', 'wind', 'pitch', 'round', 'tag', 'alien', 'wake', 'boom', 'air'], targets: ['well'];house
2956;black: ['genius', 'agent', 'mass'], tan: ['sound', 'poison', 'lead', 'fall', 'wind', 'pitch', 'round', 'tag', 'alien', 'wake', 'boom', 'air'], targets: ['center'];computer
2957;black: ['switch', 'racket', 'state'], tan: ['point', 'play', 'field', 'roulette', 'death', 'green', 'figure', 'compound', 'comic', 'vacuum', 'witch', 'soul', 'round'], targets: ['wake'];sleep
2958;black: ['switch', 'racket', 'state'], tan: ['point', 'play', 'field', 'roulette', 'death', 'green', 'figure', 'compound', 'comic', 'vacuum', 'witch', 'soul', 'round'], targets: ['force'];soldier
2959;black: ['switch', 'racket', 'state'], tan: ['point', 'play', 'field', 'roulette', 'death', 'green', 'figure', 'compound', 'comic', 'vacuum', 'witch', 'soul', 'round'], targets: ['drop'];match
2960;black: ['switch', 'racket', 'state'], tan: ['point', 'play', 'field', 'roulette', 'death', 'green', 'figure', 'compound', 'comic', 'vacuum', 'witch', 'soul', 'round'], targets: ['mount'];everest
2961;black: ['switch', 'racket', 'state'], tan: ['point', 'play', 'field', 'roulette', 'death', 'green', 'figure', 'compound', 'comic', 'vacuum', 'witch', 'soul', 'round'], targets: ['spot'];place
2962;black: ['switch', 'racket', 'state'], tan: ['point', 'play', 'field', 'roulette', 'death', 'green', 'figure', 'compound', 'comic', 'vacuum', 'witch', 'soul', 'round'], targets: ['wind'];air
2963;black: ['switch', 'racket', 'state'], tan: ['point', 'play', 'field', 'roulette', 'death', 'green', 'figure', 'compound', 'comic', 'vacuum', 'witch', 'soul', 'round'], targets: ['change'];next
2964;black: ['switch', 'force', 'soul'], tan: ['point', 'wake', 'racket', 'roulette', 'figure', 'wind', 'compound', 'comic', 'mount', 'vacuum', 'witch', 'spot', 'drop'], targets: ['king'];kingdom
2965;black: ['switch', 'force', 'soul'], tan: ['point', 'wake', 'racket', 'roulette', 'figure', 'wind', 'compound', 'comic', 'mount', 'vacuum', 'witch', 'spot', 'drop'], targets: ['play'];cricket
2966;black: ['switch', 'force', 'soul'], tan: ['point', 'wake', 'racket', 'roulette', 'figure', 'wind', 'compound', 'comic', 'mount', 'vacuum', 'witch', 'spot', 'drop'], targets: ['mass'];weight
2967;black: ['switch', 'force', 'soul'], tan: ['point', 'wake', 'racket', 'roulette', 'figure', 'wind', 'compound', 'comic', 'mount', 'vacuum', 'witch', 'spot', 'drop'], targets: ['field'];designation
2968;black: ['switch', 'force', 'soul'], tan: ['point', 'wake', 'racket', 'roulette', 'figure', 'wind', 'compound', 'comic', 'mount', 'vacuum', 'witch', 'spot', 'drop'], targets: ['death'];rip
2969;black: ['switch', 'force', 'soul'], tan: ['point', 'wake', 'racket', 'roulette', 'figure', 'wind', 'compound', 'comic', 'mount', 'vacuum', 'witch', 'spot', 'drop'], targets: ['green'];tree
2970;black: ['switch', 'force', 'soul'], tan: ['point', 'wake', 'racket', 'roulette', 'figure', 'wind', 'compound', 'comic', 'mount', 'vacuum', 'witch', 'spot', 'drop'], targets: ['state', 'round'];texas
2971;black: ['soul', 'genius', 'center'], tan: ['switch', 'ray', 'unicorn', 'mount', 'code', 'march', 'light', 'revolution', 'stock', 'grace', 'cast', 'slip', 'fair'], targets: ['well'];life
2972;black: ['soul', 'genius', 'center'], tan: ['switch', 'ray', 'unicorn', 'mount', 'code', 'march', 'light', 'revolution', 'stock', 'grace', 'cast', 'slip', 'fair'], targets: ['row'];line
2973;black: ['soul', 'genius', 'center'], tan: ['switch', 'ray', 'unicorn', 'mount', 'code', 'march', 'light', 'revolution', 'stock', 'grace', 'cast', 'slip', 'fair'], targets: ['ninja'];power
